Series Name,Series Code,Country Name,Country Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP (current US$),NY.GDP.MKTP.CD,OECD members,OED,49270437358352.7,50278943454195.9,47411160772825.3,48327404425594.2,50447226919268.8,53371534234287,53878159069137.1,52536127270671.7,58363931312919,59596537275134.1
GDP (current US$),NY.GDP.MKTP.CD,Other small states,OSS,432056568012.842,446620927907.665,370450170724.575,366511615959.013,399126295563.396,443078577997.35,434119014495.412,378201169802.007,455685066365.311,529870616389.929
GDP (current US$),NY.GDP.MKTP.CD,Pacific island small states,PSS,8523915458.41676,9263444823.68462,9054327014.3613,9504027364.77267,10256678899.6612,10760671502.4149,10739835368.721,9531900179.0281,9475964549.32853,10226024919.578
GDP (current US$),NY.GDP.MKTP.CD,Post-demographic dividend,PST,46233475458879.9,47148786960027.8,44585851713476,45593085156267.7,47535727573455.9,50385041767149.8,50880064647603.9,49719390050877.1,55090863284051.6,56013534785820.3
GDP (current US$),NY.GDP.MKTP.CD,Pre-demographic dividend,PRE,1471440063511.4,1562109741135.42,1334011121882.86,1217513931539.13,1294933204784.59,1348307586808.15,1421160801515.26,1308382294199.16,1429588429473.92,1612324668164.53
GDP (current US$),NY.GDP.MKTP.CD,Small states,SST,515807509296.913,532806126587.156,454984827185.882,446993497560.632,482865468720.16,530086499061.063,522141646080.053,453727992926.427,540833833541.343,633046575611.157
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,2362708983919.22,2587787935996.42,2704835939982.51,3010757329892.83,3433883301221.75,3534209044993.87,3658004814522.01,3490012356687.83,4062783801939.27,4361631457999.02
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,2362708983919.22,2587787935996.42,2704835939982.51,3010757329892.83,3433883301221.75,3534209044993.87,3658004814522.01,3490012356687.83,4062783801939.27,4361631457999.02
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,1819935185494.14,1900848872303.11,1695993210500.23,1576539841411.97,1705941956337.72,1774221939062.45,1823372470680,1714053357042.69,1926457861345.46,2047347019065.53
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,1818610270272.42,1899461295889.25,1694601782532.9,1575080887302.15,1704412183051.23,1772634125817.16,1821727380112.95,1712869841645.04,1925171173472.27,2045758612586.37
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1819935185494.14,1900848872303.11,1695993210500.23,1576539841411.97,1705941956337.72,1774221939062.45,1823372470680,1714053357042.69,1926457861345.46,2047347019065.53
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,21215649863990.1,21825453186268.7,20518584369299,20476321992810.5,22654892975159,24340482542310.2,24792971685094.9,23928189369748.5,28475143446764,30055338614864.1
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,77635152493358.3,79756517210011,75215062596594.9,76486454870400.4,81442048665487.8,86502223934428.3,87728102156402.9,85215150558552.1,96882397612409.2,100562011134034
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Afghanistan,AFG,5.60074465808154,2.72454336394854,1.45131466009755,2.26031420130452,2.64700320195786,1.18922812838034,3.911603419423,-2.35110067344623,-20.6999999939715,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Albania,ALB,1.00201754071108,1.77444885260394,2.21872637517804,3.31498068384137,3.80259872019053,4.01934561695576,2.08771199649604,-3.30208203862541,8.90852781831182,4.84423589539303
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Algeria,DZA,2.8,3.80000000016804,3.69999999958893,3.20000000006691,1.29999999991843,1.20000000049063,0.999999999741789,-5.10000000018678,3.40000000034198,3.09999999986282
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,American Samoa,ASM,-2.5,1.76282051282051,3.14960629921259,-1.67938931297709,-6.98757763975155,2.6711185308848,-0.487804878048777,5.06535947712419,-1.86625194401245,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Andorra,AND,-3.54759651549344,2.50446552114518,1.43414039522716,3.70967806978986,0.346071889630295,1.58876549046354,2.01554763848308,-11.1839399355384,8.28719978108489,8.80957934841771
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Angola,AGO,4.95461303112738,4.82255926962156,0.943571561325001,-2.5801112218828,-0.147149825449205,-1.31636168896895,-0.702272957616017,-5.63821471714934,1.19921052145153,3.04540300954928
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Antigua and Barbuda,ATG,-0.600876396735046,3.79572761294251,3.82529309880827,5.49645920357835,3.1446382390278,6.82376223109907,4.34405983052592,-17.5021850332755,6.55489981833459,8.45873332502183
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Argentina,ARG,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.94323513446069,10.3982494646904,5.2430444992488
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Armenia,ARM,3.3,3.60000000058993,3.19999999896625,0.199999999825991,7.50000000164144,5.19999999965324,7.59999999853918,-7.19999999920631,5.69999999864019,12.6
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Aruba,ABW,6.42981691368789,-0.0204792135982075,3.54362965997541,2.11671612265083,5.48237117396357,5.257854912764,0.635029787882658,-18.5890992393899,17.172508597974,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Australia,AUS,2.57875428825342,2.57901711177597,2.1527359059391,2.73054799209893,2.28218364248465,2.88304512347683,2.1713962244835,-0.0508853360838941,2.23621243944461,3.61758857230203
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Austria,AUT,0.0255047121972183,0.661272848852605,1.01450158590511,1.98943716230463,2.25857243250671,2.42538536088061,1.51738858303159,-6.45396846689127,4.55685091308877,4.99694240688582
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Azerbaijan,AZE,5.80980084268208,2.75050681535518,1.09397591627469,-3.09999988037266,0.199999938958655,1.49999999999999,2.50000006743734,-4.30000010230737,5.61645102853028,4.61652296344128
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bahamas,BHS,-2.86329394469695,1.84730293962856,0.996800846319317,-0.0670128449498577,2.41531284181184,1.53323725859617,-0.7439779983562,-23.5081763069431,16.9846652843355,14.3689600281884
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bahrain,BHR,5.41683981012071,4.35039085252969,2.48537855758804,3.55812811897778,4.29094977756338,2.11113047304872,2.1669646688237,-4.64463735878491,2.66970871448231,4.86085827172992
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bangladesh,BGD,6.0136056584178,6.0610593589202,6.55263987878382,7.11347821325363,6.59024999794057,7.31941263014136,7.8819067286135,3.44802562762527,6.93867912442445,7.09982877575158
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Barbados,BRB,-1.44740681837786,-0.0872629534726741,2.47261987248125,2.53302488224136,0.456290512904502,-1.02713910017275,-0.131147253497488,-13.3110215258234,-0.189272866293138,9.99899532827648
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belarus,BLR,1.00347084085604,1.72620995852301,-3.82966307070085,-2.52583140897062,2.53162368036521,3.14963949909348,1.44620667102681,-0.672904125264921,2.43886608142535,-4.6974497069539
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belgium,BEL,0.459242192907709,1.57853314322614,2.04145900919961,1.26668640902095,1.6195802783878,1.79294519302076,2.26156832127384,-5.36258592006438,6.28593139332018,3.24783720657268
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belize,BLZ,4.52926208651398,4.08958130477117,3.36763330215155,0.113122171945705,-1.69491525423729,1.10344827586206,4.50204638472033,-13.4029590948651,15.2211055276382,12.128745257098
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Benin,BEN,7.19143372144946,6.35767909791932,1.77815106030278,3.33967342629693,5.67155546944753,6.69725946087986,6.86568733550151,3.84879240030133,7.1554516457574,6.25324491401346
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bermuda,BMU,-0.279708545423034,-3.70106759364258,0.775529699568978,-0.657206304259205,3.61141983706115,-0.432801300339307,0.306266735233933,-6.83795519136594,3.01381643857819,2.92711294908246
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bhutan,BTN,2.11997263298215,5.77649568013724,6.64223210535566,8.1270335383894,4.65183467529606,3.05512983672538,5.75516999309463,-10.0096993291629,4.08761887839313,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bolivia,BOL,6.79601142810841,5.46056950635136,4.85718717971413,4.26392086382113,4.19520633360395,4.22362365271844,2.21670563961031,-8.7378843576993,6.10580420443311,3.07005464392225
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bosnia and Herzegovina,BIH,2.3498566632458,1.15385109200403,4.31475061116335,3.24225521171914,3.24410095889466,3.82749920546897,2.88734334414875,-3.01509514759861,7.39165262555947,3.89680774245646
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Botswana,BWA,11.1028237779771,5.69696453982205,-4.85099181652298,7.20181902928654,4.11305118180456,4.18984694613498,3.03255655553514,-8.7294514980577,11.8703583147,5.78234922056089
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brazil,BRA,3.00482266944432,0.503955740242247,-3.54576339269425,-3.27591690782192,1.32286905404399,1.783666761634,1.22077782360842,-3.2767587964736,4.98884970066018,2.90053061522693
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,British Virgin Islands,VGB,,,,,,,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brunei Darussalam,BRN,-2.12602851740175,-2.50835256644561,-0.392383749502031,-2.47791771833224,1.32860255161715,0.0522377907767719,3.86910986506845,1.1335733495246,-1.5907624796029,-1.62833154022366
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bulgaria,BGR,-0.56049396557782,0.96686903234496,3.42805491352132,3.03982527630795,2.76217095961262,2.68476058693781,4.03814220572653,-3.95861459810695,7.63460971569079,3.36125275175223
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burkina Faso,BFA,5.79258484509867,4.32684561452976,3.9212287937935,5.95797670754024,6.20348941121868,6.60456906812341,5.68811514943657,1.93032488957256,6.90634167337785,1.47930064027761
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burundi,BDI,4.92418989834684,4.24065021402657,-3.9000000804855,-0.600000909116389,0.500001262429279,1.60993542127714,1.81256532401552,0.327156892638385,3.09999999870627,1.84899999899326
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cabo Verde,CPV,0.632136727385131,0.696666840118581,0.936026507808833,4.28071482662371,4.5513148102974,3.70696458310842,7.63608168918957,-19.3028227528612,6.81117643169414,17.7141811686959
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cambodia,KHM,7.35666514887971,7.14257110074297,6.96579781444953,6.9333139730861,6.99690369934196,7.469169206999,7.05410693233065,-3.0960067306119,3.02638936277746,5.16245999997302
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cameroon,CMR,4.99552915947218,5.71981814402645,5.66695299105416,4.53579423569734,3.54117654926007,3.9555142403664,3.47505997865608,0.259932915911776,3.64991688648905,3.54097786320744
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,2.3291225062102,2.87003607545671,0.659176863558869,1.00139441390405,3.03988022528195,2.77704055379553,1.88822358535141,-5.07435756759732,5.01180087532744,3.39620227946682
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cayman Islands,CYM,1.2793305928175,2.65452932151371,2.83312242670048,3.23997361448569,3.18404730726789,4.26726567162505,3.91563637725301,-5.10813540742788,4.02866428913582,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central African Rep.,CAF,-36.3919770983887,0.0810705153264877,4.33712103020231,4.75031684122342,4.52727821346231,3.78944359275462,3.09999999999999,0.899999996857062,0.900000006878756,0
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chad,TCD,5.70000136285864,6.89998504532166,2.76767568484473,-6.25552708545281,-2.98869598553931,2.37403780037786,3.24718191743429,-1.60000673705524,-1.1999905246095,2.23597967466216
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Channel Islands,CHI,,,,,1.96610998960054,1.05229056178156,1.32511666013609,-7.96507880705455,8.64676971657032,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chile,CHL,3.30850824710085,1.79264947139259,2.15194249981184,1.75303874901438,1.35769537349597,3.99002947784489,0.743130031302485,-6.14524685679062,11.7374310651402,2.44040339833805
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,China,CHN,7.766150097539,7.42576365645755,7.04132887865481,6.84876220503246,6.94720079327288,6.74977383247717,5.95050075376979,2.23863835629443,8.44747829343031,2.9908045977096
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,5.13399351995672,4.49903000110972,2.95590137527523,2.08738250162794,1.35936086788746,2.56432428277704,3.18685539245533,-7.25229907492306,11.0161932669779,7.49577578140568
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Comoros,COM,4.4662473147818,2.10665758942474,1.14735076108914,3.32044656240026,3.81576287682401,3.6424511379732,1.76078023923176,-0.195556827149787,2.11219557695527,2.38767848524202
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Dem. Rep.",COD,8.48195663608755,9.47028809714084,6.91616712035345,2.39939891413687,3.72694765333267,5.82112109989339,4.38452888103882,1.7354227636007,6.20015401075946,8.92444785079518
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Rep.",COG,-0.712434451876447,6.71667933378647,-3.55058176545468,-10.7832382689225,-4.38253094629233,-4.80535155756866,-0.0868859578877448,-6.23931963197583,-2.20000260638274,1.54795289692822
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Costa Rica,CRI,2.49476611209954,3.54210987765977,3.65208096802883,4.20432325175899,4.1576989627609,2.6159044043379,2.41751181762513,-4.27335432161462,7.78079756393568,4.30501579784834
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cote d'Ivoire,CIV,10.7602131317082,9.37199994201148,7.19494942813037,7.17275963956332,7.41076242592504,4.84314605889178,6.51828673526198,1.73762042928969,6.99999999501503,6.74133000220331
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Croatia,HRV,-0.397827665127963,-0.429360585931008,2.52229227745173,3.55935948219464,3.41246782244542,2.80067619923258,3.42100553041571,-8.58034302106221,13.0722049215981,6.33133629634182
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cuba,CUB,2.74760256257211,1.04757663187654,4.43814195922121,0.513761467889907,1.80905439941586,2.24848039303581,-0.164839982463832,-10.9483409741617,1.25409286362381,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Curacao,CUW,-0.811686560479842,-1.20136172480633,0.290948721002664,-0.873007583584723,-1.73222567495182,-2.16688147975407,-3.37179918105626,-18.4384718493945,4.23240462897157,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cyprus,CYP,-6.58748225683094,-1.77606191187711,3.41892318781653,6.57358020185954,5.73347613913472,5.64785820050915,5.52942854943188,-4.37247418575215,6.63892696813528,5.63214801919504
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Czechia,CZE,-0.0459036735515213,2.26210289708078,5.38838083815307,2.5372845203138,5.16872430413071,3.22008806955105,3.02987866345279,-5.50296796125089,3.55272206183683,2.4609192430561
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,0.933340972371226,1.61939381103033,2.34259110757047,3.24595698524399,2.82173634129026,1.98953731496432,1.49348695853648,-1.99460756850381,4.85570758570233,3.81901774679091
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Djibouti,DJI,,7.06154324233921,7.52610891881017,7.1234323372872,5.458091517212,4.7744168883374,5.5451305999467,1.20202203296475,4.80000000000001,3
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominica,DMA,-0.99994063117542,4.75378658076897,-2.73150306271826,2.76364798170461,-6.61899463280534,3.54758441831531,5.5024834367041,-16.6049115377829,6.89157738839417,5.93892827581244
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominican Republic,DOM,4.87520509332271,7.05046368965911,6.9270187716221,6.65920026269582,4.66670467732366,6.98252758458058,5.05216802016253,-6.72023937283404,12.2719902359299,4.85832403306539
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ecuador,ECU,4.94651126690626,3.78886854920833,0.0988726083462694,-1.22638398463879,2.36838652633651,1.28929193290502,0.0121051028476558,-7.78760709093422,4.23525124172572,2.94766863298817
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Egypt",EGY,2.18546605362164,2.91591187985745,4.37201907790138,4.34664345555427,4.18122099994795,5.33110861894473,5.55209307156954,3.55016483786844,3.29064601202214,6.58784560886967
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,El Salvador,SLV,2.23562439198375,1.70870628357073,2.40000008852115,2.53906241135864,2.24761908134138,2.4124442237792,2.45564559911415,-7.87838378345673,11.1780203076212,2.60023991827281
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,-4.13319850131583,0.415066301596866,-9.11004114881537,-8.81641723219757,-5.66750850486686,-6.23654406734575,-5.48182537893445,-4.2414813213166,-0.945382916517076,3.14579829390267
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,,,,,,,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,1.45842863615992,3.01136658651455,1.85302004629342,3.15556481438308,5.79204467466494,3.78420084952826,3.73970668161645,-0.55100125774716,8.01346292400842,-1.28741134050431
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eswatini,SWZ,3.86121379766622,0.923230547144357,2.22748067532406,1.06261019342853,2.0265781557498,2.38009547557819,2.69216829254752,-1.55964258999499,7.88330640157318,3.91454097653912
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,10.5822700482672,10.2574929610051,10.3924630202334,9.43348265784402,9.56418964295607,6.81614779681703,8.3640856990789,6.05953088643369,5.64153071739351,5.31709602984485
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faroe Islands,FRO,5.85305191414515,5.43270135720174,0.976378534447207,1.46991580449085,3.51430597113568,2.73155215546514,4.95285017712965,-2.62873139350219,5.63492414525189,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,4.73421948956532,5.60351440618308,4.50120041028764,2.44565179664174,5.35336455965106,3.81235122208518,-0.581946709343811,-17.0002349004837,-5.11160739321285,16.1248510230403
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,-0.901696316194844,-0.364908156882066,0.543659211765487,2.81145776663433,3.19240962968416,1.1397180134305,1.22474892206223,-2.35496515679442,3.04648227197102,2.08377520852903
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,0.576326674771792,0.956183052371557,1.1129123405747,1.09546440372048,2.29141999417021,1.86506607081999,1.84297181445896,-7.78458649167871,6.81658913649873,2.5623935644647
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,0.398801414346934,0.593554452942286,1.80334081452726,2.30219823670438,4.29263363103487,1.73709471857401,2.69042279849461,-6.99999134820864,2.39998809215925,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,5.63869900338696,4.31496444107469,3.8788993950789,2.09144220829562,0.472642030911146,0.83791658082157,3.92080879452831,-1.8377610635094,1.46795731508091,3.03694186075849
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,2.872768790327,-1.40738249510954,4.0580738039996,1.94335965478776,4.8226112492757,7.23489033258579,6.22205315994859,0.591487287873974,4.26549209260175,4.92372750986459
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,3.62130535196276,4.43192482309078,3.02220738019703,2.90643878002064,4.84260322496586,4.84291988506627,4.98235047511106,-6.76043981705519,10.4655371977056,10.1087199365244
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,0.437591303144671,2.20954343134872,1.49193152760772,2.22999986782015,2.68023111405891,0.981232606004738,1.05660389828289,-3.69678870538043,2.62698726672524,1.78520820964427
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ghana,GHA,7.31252501678145,2.85624016330883,2.12075933817334,3.37346574966936,8.12889488100956,6.20007768127284,6.5077747939152,0.513941670628171,5.35647787361356,3.23970626334574
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gibraltar,GIB,,,,,,,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,-2.51599722189651,0.475695947137041,-0.196087629724133,-0.487173294301954,1.09214912017283,1.66842863602514,1.8843417847952,-9.00404364202146,8.43442550167381,5.9137083094686
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,-1.29828069335511,4.7421356730152,-2.52931802394475,4.68195410972302,0.0527281828800312,0.62306542854094,2.83217756798683,0.187608793759281,1.29021048770599,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,2.35109801677905,7.34212396037948,6.44522314693144,3.7396039558691,4.43867566948151,4.36144039364797,0.676511738873756,-13.7566222572107,4.68747816934534,5.80000088973513
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,1.69040835707501,1.79305192379529,0.825688073394488,0.18198362147406,0.890099909173486,-0.792221822110193,2.59528130671507,-11.3921811427561,1.05809542822919,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,3.69481919881751,4.44397758285268,4.09217081621244,2.67780255532826,3.07985149125689,3.40687339997949,4.0178979343828,-1.79185769458479,8.0024080363912,4.11800416923388
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,3.94568708624053,3.69655311664086,3.82591056949435,10.82062719659,10.3000053426734,6.35849192736855,5.61691446892203,4.92026637242459,3.90000000000006,4.69999999999999
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,3.25590426517695,0.96456075098132,6.13408294113292,6.26280563780463,5.91917662586047,1.28373670309465,4.49999999151316,-2.39999999921721,3.80000243004048,3.50004959192114
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,3.65350476800678,1.68602773214108,0.687521210092171,3.8079188370272,3.73437406053053,4.44101358934772,5.35262742597216,43.4795559399402,20.0600109474921,57.80022
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Haiti,HTI,4.32478411472874,2.88877251515973,1.40000000216578,1.81246807847532,2.51027134544685,1.66781095484656,-1.72309699539318,-3.30550547260977,-1.79823988931486,-1.68198397538013
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,2.79155975746801,3.0580805621437,3.84007997093951,3.89297219726413,4.84291391050387,3.84499476966735,2.65306625480355,-8.96476018404584,12.5340960157739,3.99794981468288
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Hong Kong SAR, China",HKG,3.1015529558385,2.76238422541562,2.38784706747271,2.1754189894252,3.79610314564431,2.84692053389013,-1.67243165327264,-6.54479911001556,6.44172382600794,-3.47632986495431
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,1.80252210082266,4.23220980614269,3.7073159793626,2.20100189293856,4.27197601620695,5.36234836176223,4.86422573511891,-4.53555083281567,7.20000034603936,4.5779057692603
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iceland,ISL,4.55246032015108,1.68721501750639,4.43666371937172,6.30368710650176,4.19494882908376,4.88917299486545,1.805161042235,-7.24187203436699,4.3334020120878,6.44456632472379
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,6.38610640094825,7.41022760508854,7.99625378571471,8.25630550179086,6.79538341897911,6.45385134497769,3.87143694070356,-5.83105322031207,9.05027790774051,7.00295154446648
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Indonesia,IDN,5.5572636889101,5.006668425755,4.87632230022123,5.03306918280177,5.06978590134916,5.17429153955024,5.01928768046282,-2.06551182934165,3.70305535690933,5.30859500543608
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Iran",IRN,-1.52197920494163,4.98477506709494,-1.42488493937491,8.8150866425182,2.75850524578875,-2.25386360686099,-2.65820666195272,3.33028845926594,4.71977773157164,2.74916614074989
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iraq,IRQ,7.62857118471159,0.197016710359037,4.72286401884131,13.7873730187089,-1.81975035118309,2.63385099105624,5.51379057542323,-12.0367930931152,1.5833933630431,7.00874522294257
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,1.12568964599835,8.64935060757608,24.3704453546988,2.00665411509893,9.00534242438529,8.52754139148431,5.44093733423819,6.18453803881623,13.5882471079549,11.9695802975001
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Isle of Man,IMN,4.14186832060824,5.15503233890135,-0.385798408302321,6.95230252889243,2.83776234543893,2.21339786862427,0.254884930037974,-8.83623206955568,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Israel,ISR,4.41550158737924,3.91912689280952,2.48582628898106,4.52168030880658,4.27659595115593,4.0703218874397,4.15613798897733,-1.85728927811242,8.61199034846989,6.4646684464545
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Italy,ITA,-1.84106545088248,-0.00454754236383792,0.778304350716581,1.29346273155907,1.66785904106857,0.925810941012742,0.483198316597154,-8.97912609728922,6.98676641618501,3.67468325490428
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jamaica,JAM,0.5176860128024,0.689822357374339,0.92148712538031,1.37522306445538,0.997123062335191,1.88992368121086,0.892291653822227,-9.89999999999999,4.60000000000001,4.2
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,2.0051001767726,0.296205514142628,1.56062669674904,0.753826745903538,1.67533175166503,0.643391023460339,-0.402169200910947,-4.27860368763963,2.14248736902735,1.02862486644142
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jordan,JOR,2.60994737548631,3.38407809933472,2.49652879315188,1.9941808493012,2.47359815449045,1.91907263610851,1.75123973490842,-1.60663627844973,2.22299927802669,2.50379638426071
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kazakhstan,KAZ,5.99999999925561,4.20000000063038,1.19999999976802,1.09999999990164,4.10000000033854,4.09999999987123,4.50000000008481,-2.50000000028746,4.30000000015886,3.19999999968607
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kenya,KEN,3.7978483925754,5.02011100232484,4.96772112759767,4.21351706814744,3.83795817364721,5.64794640709219,5.11415885767801,-0.272766327438816,7.59048947333467,4.8466348557707
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kiribati,KIR,4.16157447719831,-1.09628859925108,9.86517472141171,-0.478196754652373,0.186027236937676,5.11363636363636,-2.16216216216216,-1.65745856353591,7.86516853932584,1.5625
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Dem. People's Rep.",PRK,,,,,,,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Rep.",KOR,3.16470863647184,3.2024537945736,2.80910326824133,2.94688171508626,3.15963574012777,2.90740377377135,2.24397786011012,-0.709415359397681,4.14532395430925,2.56053743193038
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kosovo,XKX,5.34090817463415,3.34880431106879,5.91627044351361,5.57175650727449,4.8256904268714,3.40663100837845,4.7568306194579,-5.34027530229791,10.7456116066371,3.51170669162084
